photo_id,photo_url,total_score,useful,useful_text
23460941212,https://farm1.static.flickr.com/744/23460941212_a04f4a0b64.jpg,0.4,1,yes
23325972482,https://farm6.static.flickr.com/5790/23325972482_2e1d032e29.jpg,0.2,0,maybe
23558968465,https://farm1.static.flickr.com/583/23558968465_83e00d5374.jpg,-1,-1,no
22911873183,https://farm1.static.flickr.com/602/22911873183_c1cf945c20.jpg,1,1,yes
22827664974,https://farm1.static.flickr.com/663/22827664974_8865a7d863.jpg,-0.6,-1,no
23198127739,https://farm6.static.flickr.com/5669/23198127739_ddc5982432.jpg,0.8,1,yes
23124110319,https://farm1.static.flickr.com/588/23124110319_70445f1923.jpg,1,1,yes
22867486644,https://farm6.static.flickr.com/5749/22867486644_b7f77c940f.jpg,-0.2,0,maybe
23197143059,https://farm1.static.flickr.com/715/23197143059_7216e66c3a.jpg,0.6,1,yes
23466377381,https://farm1.static.flickr.com/695/23466377381_f0cb06c9a9.jpg,1,1,yes
23259565080,https://farm1.static.flickr.com/583/23259565080_9770a8fe00.jpg,0.8,1,yes
23200508900,https://farm1.static.flickr.com/741/23200508900_bab3679edb.jpg,1,1,yes
23551847536,https://farm6.static.flickr.com/5659/23551847536_f1246bb5c6.jpg,0.6,1,yes
23468288245,https://farm1.static.flickr.com/624/23468288245_4c140744f8.jpg,1,1,yes
23212535740,https://farm6.static.flickr.com/5740/23212535740_4da21fa455.jpg,-0.6,-1,no
23410197941,https://farm1.static.flickr.com/718/23410197941_037fcb53ee.jpg,1,1,yes
23181054710,https://farm6.static.flickr.com/5634/23181054710_6bb6bdb6b8.jpg,1,1,yes
23419982462,https://farm1.static.flickr.com/686/23419982462_c42d8c1b87.jpg,1,1,yes
23486589666,https://farm1.static.flickr.com/608/23486589666_d19ae759c7.jpg,1,1,yes
23180473489,https://farm6.static.flickr.com/5622/23180473489_29bb65c24c.jpg,1,1,yes
23562942035,https://farm1.static.flickr.com/689/23562942035_c9671cb036.jpg,0.6,1,yes
23228674290,https://farm1.static.flickr.com/631/23228674290_1170ac8374.jpg,0.2,0,maybe
22799044953,https://farm1.static.flickr.com/738/22799044953_9e0c701282.jpg,1,1,yes
23534444526,https://farm6.static.flickr.com/5676/23534444526_ebe994f6d5.jpg,-0.6,-1,no
23548899935,https://farm1.static.flickr.com/681/23548899935_5dbfafa4bc.jpg,-1,-1,no
22933127254,https://farm1.static.flickr.com/723/22933127254_aaa2a69579.jpg,-1,-1,no
23548645655,https://farm1.static.flickr.com/606/23548645655_9ed264d080.jpg,0.2,0,maybe
23567098576,https://farm6.static.flickr.com/5660/23567098576_3cd309c561.jpg,-1,-1,no
23441944836,https://farm6.static.flickr.com/5834/23441944836_546502cf06.jpg,1,1,yes
8447772870,https://farm9.static.flickr.com/8084/8447772870_cb26cc848e.jpg,1,1,yes
23300448442,https://farm6.static.flickr.com/5702/23300448442_b410fbd0d8.jpg,0.2,0,maybe
23392529066,https://farm6.static.flickr.com/5821/23392529066_041862ef2c.jpg,1,1,yes
23160550799,https://farm1.static.flickr.com/631/23160550799_abf10aa2f5.jpg,1,1,yes
23145668589,https://farm6.static.flickr.com/5682/23145668589_6eab41f58b.jpg,1,1,yes
22936603833,https://farm1.static.flickr.com/770/22936603833_92dcfbd067.jpg,1,1,yes
22864764234,https://farm1.static.flickr.com/714/22864764234_93a79c8b99.jpg,1,1,yes
23417306265,https://farm6.static.flickr.com/5825/23417306265_a0499b48a9.jpg,0.8,1,yes
23401972622,https://farm6.static.flickr.com/5734/23401972622_7c7091e49b.jpg,-1,-1,no
23396951696,https://farm6.static.flickr.com/5817/23396951696_6c597fa97a.jpg,-1,-1,no
22825726103,https://farm1.static.flickr.com/597/22825726103_08f6711288.jpg,-0.8,-1,no
23480882645,https://farm1.static.flickr.com/731/23480882645_0aee040568.jpg,1,1,yes
23268028490,https://farm6.static.flickr.com/5748/23268028490_a623129d07.jpg,0.6,1,yes
22867867904,https://farm6.static.flickr.com/5736/22867867904_90d819aeea.jpg,0.6,1,yes
23369187861,https://farm6.static.flickr.com/5769/23369187861_8e8e7fffa1.jpg,-0.6,-1,no
23554842056,https://farm6.static.flickr.com/5795/23554842056_f50c9aa763.jpg,-1,-1,no
22901410603,https://farm6.static.flickr.com/5631/22901410603_c2fd30440b.jpg,1,1,yes
23387840342,https://farm1.static.flickr.com/711/23387840342_f3bb3fb8f5.jpg,-1,-1,no
23476497355,https://farm6.static.flickr.com/5717/23476497355_7b675168e4.jpg,-0.6,-1,no
23340329831,https://farm1.static.flickr.com/772/23340329831_df35b9d22a.jpg,0.8,1,yes
23460398701,https://farm6.static.flickr.com/5764/23460398701_9dd38ca4f6.jpg,-1,-1,no
23565480876,https://farm1.static.flickr.com/778/23565480876_2a34b9e10f.jpg,1,1,yes
23468691726,https://farm1.static.flickr.com/727/23468691726_9c00e11a7a.jpg,1,1,yes
23181040840,https://farm6.static.flickr.com/5633/23181040840_9aa63a43e8.jpg,1,1,yes
23440162782,https://farm1.static.flickr.com/647/23440162782_f6ef109f33.jpg,0.6,1,yes
23360284662,https://farm1.static.flickr.com/570/23360284662_faea45d518.jpg,0.2,0,maybe
23476212975,https://farm6.static.flickr.com/5677/23476212975_0d405d83d6.jpg,-1,-1,no
23563748445,https://farm1.static.flickr.com/604/23563748445_e15827129c.jpg,0.6,1,yes
22913242204,https://farm6.static.flickr.com/5637/22913242204_3c2333a344.jpg,-1,-1,no
22905294183,https://farm6.static.flickr.com/5685/22905294183_df35db56df.jpg,0.6,1,yes
23108545029,https://farm1.static.flickr.com/690/23108545029_82b74b8169.jpg,0.2,0,maybe
23528470235,https://farm1.static.flickr.com/618/23528470235_c8731de021.jpg,1,1,yes
23346841702,https://farm6.static.flickr.com/5632/23346841702_caa3198f02.jpg,0,0,maybe
23402033346,https://farm1.static.flickr.com/602/23402033346_9b576d9d51.jpg,-1,-1,no
23321311621,https://farm1.static.flickr.com/743/23321311621_859c3fc398.jpg,-1,-1,no
23157339270,https://farm6.static.flickr.com/5723/23157339270_bbe6ddd0e0.jpg,1,1,yes
23439947322,https://farm6.static.flickr.com/5836/23439947322_0beec82b2c.jpg,-1,-1,no
22822760943,https://farm6.static.flickr.com/5720/22822760943_e0e0c1fcbe.jpg,1,1,yes
22825848684,https://farm6.static.flickr.com/5790/22825848684_6d40c8e2cb.jpg,1,1,yes
22976266024,https://farm1.static.flickr.com/761/22976266024_92569906a6.jpg,-0.6,-1,no
22916230974,https://farm6.static.flickr.com/5683/22916230974_6f273c9e6e.jpg,1,1,yes
22798258074,https://farm1.static.flickr.com/598/22798258074_ed2c3f96e3.jpg,-1,-1,no
23413582206,https://farm1.static.flickr.com/763/23413582206_b1e6988f93.jpg,0.6,1,yes
23399630006,https://farm6.static.flickr.com/5667/23399630006_06df7d9430.jpg,0.6,1,yes
23477088851,https://farm1.static.flickr.com/621/23477088851_f72b587c2f.jpg,-0.6,-1,no
22826024783,https://farm6.static.flickr.com/5833/22826024783_e9b0475e6c.jpg,1,1,yes
23501154511,https://farm1.static.flickr.com/755/23501154511_04d168fd97.jpg,0,0,maybe
23567160166,https://farm1.static.flickr.com/738/23567160166_cc1d458aa0.jpg,0.6,1,yes
23179799099,https://farm1.static.flickr.com/635/23179799099_33797674f7.jpg,0,0,maybe
23147658679,https://farm1.static.flickr.com/670/23147658679_a43f0ed736.jpg,1,1,yes
23195051209,https://farm1.static.flickr.com/723/23195051209_6c34a6dab0.jpg,1,1,yes
22824563263,https://farm1.static.flickr.com/665/22824563263_bbdf4da420.jpg,1,1,yes
23549245395,https://farm6.static.flickr.com/5739/23549245395_a3cb3a789f.jpg,0.6,1,yes
22849604903,https://farm1.static.flickr.com/600/22849604903_827bbd1a99.jpg,-0.6,-1,no
23462067432,https://farm6.static.flickr.com/5672/23462067432_c44c4059d8.jpg,0.6,1,yes
23489194761,https://farm6.static.flickr.com/5754/23489194761_0b0e7f010e.jpg,-0.2,0,maybe
23566917576,https://farm1.static.flickr.com/737/23566917576_b0aeb76ed1.jpg,-1,-1,no
22968771173,https://farm1.static.flickr.com/648/22968771173_e1b0980634.jpg,0.2,0,maybe
22794202153,https://farm6.static.flickr.com/5692/22794202153_40091bd161.jpg,1,1,yes
22807879514,https://farm1.static.flickr.com/718/22807879514_3175e946ff.jpg,-1,-1,no
3982687635,https://farm3.static.flickr.com/2661/3982687635_a39794f339.jpg,-0.6,-1,no
23252354250,https://farm1.static.flickr.com/657/23252354250_e03b26def2.jpg,1,1,yes
22914755464,https://farm1.static.flickr.com/669/22914755464_309950c238.jpg,0.2,0,maybe
23388524941,https://farm1.static.flickr.com/593/23388524941_76a067bfb2.jpg,-0.6,-1,no
22868777624,https://farm1.static.flickr.com/781/22868777624_27f46a8c0d.jpg,-1,-1,no
23248396960,https://farm1.static.flickr.com/713/23248396960_fdbd3990e0.jpg,1,1,yes
23372381962,https://farm6.static.flickr.com/5749/23372381962_163d05d954.jpg,1,1,yes
23398283741,https://farm1.static.flickr.com/600/23398283741_ed699d61ba.jpg,1,1,yes
23468950775,https://farm6.static.flickr.com/5640/23468950775_22287a623b.jpg,0,0,maybe
23424625756,https://farm6.static.flickr.com/5782/23424625756_007d263ba6.jpg,1,1,yes
22809450564,https://farm1.static.flickr.com/776/22809450564_56b8baaa26.jpg,0.2,0,maybe
23432752405,https://farm6.static.flickr.com/5745/23432752405_d7fcdcb5b7.jpg,1,1,yes
23562047196,https://farm6.static.flickr.com/5666/23562047196_6d1bc79963.jpg,0,0,maybe
22941595873,https://farm6.static.flickr.com/5663/22941595873_ebb280760f.jpg,0.4,1,yes
23538217795,https://farm1.static.flickr.com/755/23538217795_e20a7fa4a3.jpg,-0.6,-1,no
22797046333,https://farm6.static.flickr.com/5759/22797046333_b2b1a4cf66.jpg,-1,-1,no
23512674266,https://farm6.static.flickr.com/5727/23512674266_2d876d8a2e.jpg,0.2,0,maybe
23128519849,https://farm6.static.flickr.com/5728/23128519849_d42f955724.jpg,1,1,yes
22848477994,https://farm1.static.flickr.com/738/22848477994_c9aec45bb2.jpg,-0.6,-1,no
23232769270,https://farm1.static.flickr.com/595/23232769270_68266b50dc.jpg,1,1,yes
23297714732,https://farm6.static.flickr.com/5833/23297714732_400d013909.jpg,1,1,yes
23522578006,https://farm6.static.flickr.com/5769/23522578006_e950314eca.jpg,0.2,0,maybe
22845647104,https://farm6.static.flickr.com/5736/22845647104_80def88958.jpg,1,1,yes
22876164844,https://farm1.static.flickr.com/747/22876164844_a3382b8489.jpg,1,1,yes
23297495330,https://farm1.static.flickr.com/620/23297495330_34df75e0a7.jpg,-0.6,-1,no
23424028135,https://farm1.static.flickr.com/737/23424028135_5040794a7c.jpg,0,0,maybe
23313443592,https://farm1.static.flickr.com/592/23313443592_69f2aeb565.jpg,0.6,1,yes
22853452373,https://farm1.static.flickr.com/603/22853452373_7506b2ecfb.jpg,1,1,yes
23451524996,https://farm6.static.flickr.com/5642/23451524996_1229e617a3.jpg,-0.8,-1,no
22869025823,https://farm1.static.flickr.com/782/22869025823_94b56ab742.jpg,1,1,yes
23440199772,https://farm6.static.flickr.com/5683/23440199772_70764ea9b6.jpg,1,1,yes
23462695776,https://farm6.static.flickr.com/5722/23462695776_d3efbd5242.jpg,1,1,yes
23542766335,https://farm6.static.flickr.com/5833/23542766335_d4a5e29c86.jpg,1,1,yes
23524726336,https://farm1.static.flickr.com/706/23524726336_718119d51a.jpg,1,1,yes
23179262579,https://farm6.static.flickr.com/5629/23179262579_7db026a002.jpg,-1,-1,no
23323857161,https://farm1.static.flickr.com/572/23323857161_91e128b92d.jpg,1,1,yes
23252365730,https://farm6.static.flickr.com/5796/23252365730_40091e070a.jpg,1,1,yes
22782716543,https://farm1.static.flickr.com/617/22782716543_40f8a1f884.jpg,1,1,yes
23490603076,https://farm1.static.flickr.com/696/23490603076_c7cc026c57.jpg,-0.8,-1,no
23177756450,https://farm6.static.flickr.com/5783/23177756450_63b349f731.jpg,1,1,yes
23465732961,https://farm1.static.flickr.com/621/23465732961_e8c20dc965.jpg,1,1,yes
23511661411,https://farm6.static.flickr.com/5748/23511661411_265c3bd532.jpg,1,1,yes
22907786033,https://farm6.static.flickr.com/5798/22907786033_39fdb1cbea.jpg,-1,-1,no
23434150202,https://farm1.static.flickr.com/691/23434150202_5ae8d492d9.jpg,1,1,yes
22823141034,https://farm6.static.flickr.com/5787/22823141034_fbf0792e46.jpg,1,1,yes
23499613721,https://farm1.static.flickr.com/730/23499613721_cdb6e7fa1b.jpg,1,1,yes
22934954783,https://farm6.static.flickr.com/5656/22934954783_16c18883f3.jpg,-1,-1,no
22919923704,https://farm1.static.flickr.com/762/22919923704_80eeac6f18.jpg,1,1,yes
23440095412,https://farm6.static.flickr.com/5739/23440095412_7b322ed515.jpg,0.6,1,yes
23440130652,https://farm1.static.flickr.com/765/23440130652_03c3c124ff.jpg,0.6,1,yes
23176171420,https://farm6.static.flickr.com/5670/23176171420_e7aa8de2a4.jpg,0.8,1,yes
23266400130,https://farm1.static.flickr.com/743/23266400130_5d26facb98.jpg,-1,-1,no
23200150730,https://farm1.static.flickr.com/632/23200150730_bc89c05f2c.jpg,-0.2,0,maybe
23535967526,https://farm1.static.flickr.com/665/23535967526_513bb756ba.jpg,-1,-1,no
23426989536,https://farm1.static.flickr.com/584/23426989536_709b876332.jpg,1,1,yes
22793392013,https://farm1.static.flickr.com/739/22793392013_602cf0ed86.jpg,-0.6,-1,no
23398246241,https://farm6.static.flickr.com/5765/23398246241_dbda9e9dfb.jpg,1,1,yes
16324394454,https://farm8.static.flickr.com/7624/16324394454_a57fde899a.jpg,-0.6,-1,no
23455502155,https://farm1.static.flickr.com/605/23455502155_d8421725d2.jpg,-1,-1,no
23196316970,https://farm6.static.flickr.com/5667/23196316970_6fbbe10da7.jpg,1,1,yes
23119887049,https://farm6.static.flickr.com/5625/23119887049_79e6ec9ce1.jpg,-1,-1,no
22874736894,https://farm1.static.flickr.com/690/22874736894_56008f9c35.jpg,-1,-1,no
23056827679,https://farm6.static.flickr.com/5669/23056827679_d740308362.jpg,1,1,yes
23344192772,https://farm1.static.flickr.com/570/23344192772_8beac5a5d4.jpg,-1,-1,no
23564656315,https://farm6.static.flickr.com/5803/23564656315_cf8e32b768.jpg,1,1,yes
22921823613,https://farm6.static.flickr.com/5829/22921823613_51a73da164.jpg,-0.6,-1,no
23542878785,https://farm1.static.flickr.com/746/23542878785_36ddb74e48.jpg,1,1,yes
23588570625,https://farm1.static.flickr.com/692/23588570625_2654313675.jpg,1,1,yes
23431183485,https://farm6.static.flickr.com/5821/23431183485_d33972984a.jpg,1,1,yes
23593088085,https://farm6.static.flickr.com/5642/23593088085_913f796315.jpg,1,1,yes
23547519735,https://farm6.static.flickr.com/5692/23547519735_64e7b94ffe.jpg,1,1,yes
23477193025,https://farm6.static.flickr.com/5681/23477193025_e3c1f4a820.jpg,-1,-1,no
23415378181,https://farm6.static.flickr.com/5682/23415378181_28b8ff20f9.jpg,1,1,yes
4597420519,https://farm5.static.flickr.com/4016/4597420519_fdc58fbc24.jpg,-1,-1,no
23180715549,https://farm1.static.flickr.com/715/23180715549_c0c0a67b10.jpg,0.6,1,yes
23540823726,https://farm6.static.flickr.com/5797/23540823726_358ca0d4c0.jpg,0,0,maybe
23232840870,https://farm1.static.flickr.com/596/23232840870_d41636026c.jpg,1,1,yes
23252060610,https://farm1.static.flickr.com/640/23252060610_a3fecea510.jpg,1,1,yes
23546170195,https://farm6.static.flickr.com/5768/23546170195_2741e8b3f6.jpg,-0.6,-1,no
22824960474,https://farm1.static.flickr.com/604/22824960474_8a247eb785.jpg,-1,-1,no
22792157433,https://farm1.static.flickr.com/675/22792157433_613aab391a.jpg,0.6,1,yes
23398364641,https://farm6.static.flickr.com/5822/23398364641_4e6fa6ae26.jpg,-0.6,-1,no
23454191625,https://farm1.static.flickr.com/643/23454191625_e6f07f0237.jpg,0.8,1,yes
22853498793,https://farm1.static.flickr.com/773/22853498793_71e1931ed5.jpg,1,1,yes
22869050063,https://farm1.static.flickr.com/772/22869050063_7181c12a5f.jpg,1,1,yes
22847488083,https://farm6.static.flickr.com/5836/22847488083_832a27f066.jpg,-0.6,-1,no
23548899515,https://farm6.static.flickr.com/5690/23548899515_cdd951b8ce.jpg,-1,-1,no
23465307351,https://farm1.static.flickr.com/592/23465307351_ea7887b8e1.jpg,-0.2,0,maybe
22853460063,https://farm6.static.flickr.com/5776/22853460063_cfd1c28a29.jpg,1,1,yes
23344268981,https://farm6.static.flickr.com/5715/23344268981_1ab75d8150.jpg,-0.8,-1,no
22864444154,https://farm1.static.flickr.com/702/22864444154_7d7e32f3ce.jpg,1,1,yes
22979016453,https://farm1.static.flickr.com/576/22979016453_160de0391b.jpg,-1,-1,no
3944742146,https://farm3.static.flickr.com/2609/3944742146_5866ca5876.jpg,-1,-1,no
22508237086,https://farm6.static.flickr.com/5786/22508237086_db5631a299.jpg,-1,-1,no
23534054405,https://farm1.static.flickr.com/580/23534054405_7fddfee436.jpg,-1,-1,no
22962181911,https://farm6.static.flickr.com/5680/22962181911_366d3e0590.jpg,-1,-1,no
22651755033,https://farm6.static.flickr.com/5829/22651755033_843af3ed78.jpg,1,1,yes
22439624110,https://farm6.static.flickr.com/5692/22439624110_239e957b98.jpg,1,1,yes
22665290707,https://farm6.static.flickr.com/5730/22665290707_7d10846755.jpg,1,1,yes
22571072664,https://farm6.static.flickr.com/5780/22571072664_c0847ea680.jpg,1,1,yes
22940661501,https://farm6.static.flickr.com/5749/22940661501_b9670d962c.jpg,1,1,yes
23322784642,https://farm6.static.flickr.com/5697/23322784642_e2903a5138.jpg,0.2,0,maybe
22801162979,https://farm6.static.flickr.com/5835/22801162979_c1216ef006.jpg,1,1,yes
4267754629,https://farm5.static.flickr.com/4033/4267754629_508bc5e742.jpg,-1,-1,no
22441589267,https://farm1.static.flickr.com/573/22441589267_36a4f5d1b6.jpg,0,0,maybe
23512930106,https://farm6.static.flickr.com/5747/23512930106_bdcca62cc8.jpg,1,1,yes
23204270139,https://farm6.static.flickr.com/5636/23204270139_77997d91a3.jpg,1,1,yes
22523132073,https://farm6.static.flickr.com/5762/22523132073_6fbcc219f6.jpg,1,1,yes
23272498485,https://farm1.static.flickr.com/770/23272498485_c7c12a4f6e.jpg,1,1,yes
22689319270,https://farm1.static.flickr.com/596/22689319270_2283dcf2f7.jpg,-1,-1,no
23369244196,https://farm1.static.flickr.com/656/23369244196_e4e0aa152e.jpg,-1,-1,no
23112928145,https://farm1.static.flickr.com/690/23112928145_9340696ce1.jpg,1,1,yes
22559263749,https://farm1.static.flickr.com/730/22559263749_739f4a98d7.jpg,1,1,yes
22797100964,https://farm1.static.flickr.com/635/22797100964_0759ce566e.jpg,-0.6,-1,no
22790974687,https://farm1.static.flickr.com/727/22790974687_e571a9da6a.jpg,-1,-1,no
23501357526,https://farm1.static.flickr.com/677/23501357526_d1d012ee36.jpg,0.2,0,maybe
22755022323,https://farm6.static.flickr.com/5649/22755022323_a407994541.jpg,1,1,yes
22692815492,https://farm1.static.flickr.com/772/22692815492_d800ec28d2.jpg,-1,-1,no
21937829643,https://farm6.static.flickr.com/5618/21937829643_0de80d94b5.jpg,-0.2,0,maybe
21964344344,https://farm6.static.flickr.com/5707/21964344344_df324575c8.jpg,-1,-1,no
23109808166,https://farm6.static.flickr.com/5818/23109808166_cda6f78707.jpg,1,1,yes
22846442022,https://farm1.static.flickr.com/603/22846442022_7b56367ce9.jpg,1,1,yes
22997543951,https://farm1.static.flickr.com/697/22997543951_fa529945e7.jpg,1,1,yes
22038801173,https://farm6.static.flickr.com/5736/22038801173_d959ea5bf0.jpg,1,1,yes
22777275379,https://farm1.static.flickr.com/572/22777275379_3b55c840b7.jpg,0.2,0,maybe
22944663066,https://farm6.static.flickr.com/5631/22944663066_f69aa0b470.jpg,1,1,yes
22256193563,https://farm1.static.flickr.com/611/22256193563_213ac29fe6.jpg,0.2,0,maybe
22945143753,https://farm6.static.flickr.com/5798/22945143753_19a2e8c783.jpg,-0.6,-1,no
23110581125,https://farm6.static.flickr.com/5734/23110581125_2df5b1c03a.jpg,1,1,yes
22548402595,https://farm6.static.flickr.com/5676/22548402595_886df20d9d.jpg,0.4,1,yes
22800935797,https://farm1.static.flickr.com/632/22800935797_b021ac739c.jpg,0.2,0,maybe
22623065196,https://farm1.static.flickr.com/689/22623065196_a7416d5321.jpg,1,1,yes
23278805475,https://farm1.static.flickr.com/672/23278805475_0db91054f9.jpg,1,1,yes
23176011221,https://farm6.static.flickr.com/5726/23176011221_1245581d10.jpg,-0.6,-1,no
23026231801,https://farm6.static.flickr.com/5668/23026231801_183a8abccc.jpg,-0.6,-1,no
22847662767,https://farm6.static.flickr.com/5639/22847662767_ba905860fa.jpg,0.4,1,yes
22467798039,https://farm6.static.flickr.com/5644/22467798039_ea9294dabf.jpg,1,1,yes
22808459472,https://farm6.static.flickr.com/5662/22808459472_31457ef277.jpg,1,1,yes
23009200142,https://farm1.static.flickr.com/739/23009200142_41fac99e03.jpg,1,1,yes
22984862559,https://farm6.static.flickr.com/5698/22984862559_75a9f3de11.jpg,-1,-1,no
22346113570,https://farm1.static.flickr.com/682/22346113570_9fe157e474.jpg,-1,-1,no
22005806804,https://farm1.static.flickr.com/698/22005806804_1094d0b63f.jpg,0.6,1,yes
23318266916,https://farm1.static.flickr.com/654/23318266916_a6581058a1.jpg,1,1,yes
22974583565,https://farm6.static.flickr.com/5811/22974583565_309b8fe90a.jpg,-1,-1,no
22599832859,https://farm6.static.flickr.com/5701/22599832859_8eb676ff69.jpg,-1,-1,no
22341775844,https://farm1.static.flickr.com/666/22341775844_9a11e08629.jpg,0.2,0,maybe
23030919375,https://farm6.static.flickr.com/5733/23030919375_01ac4217d3.jpg,-1,-1,no
22628886495,https://farm6.static.flickr.com/5797/22628886495_e2aae764fd.jpg,0.6,1,yes
23152309560,https://farm6.static.flickr.com/5717/23152309560_10227d7556.jpg,-1,-1,no
22724862411,https://farm6.static.flickr.com/5813/22724862411_1ecabbbf4f.jpg,0.6,1,yes
22832979776,https://farm1.static.flickr.com/746/22832979776_98b30108e0.jpg,1,1,yes
22555240844,https://farm6.static.flickr.com/5769/22555240844_d4082a0dc1.jpg,-1,-1,no
22389371137,https://farm1.static.flickr.com/707/22389371137_3b165aba88.jpg,1,1,yes
22839781181,https://farm6.static.flickr.com/5799/22839781181_1f23a1f136.jpg,1,1,yes
22425583917,https://farm1.static.flickr.com/695/22425583917_50bfdd1712.jpg,0.2,0,maybe
22617509735,https://farm6.static.flickr.com/5753/22617509735_6218b1d39c.jpg,1,1,yes
22004739784,https://farm6.static.flickr.com/5796/22004739784_d8016595f4.jpg,1,1,yes
22763533634,https://farm6.static.flickr.com/5772/22763533634_69878bf52a.jpg,1,1,yes
23108115845,https://farm6.static.flickr.com/5798/23108115845_cd28407ccc.jpg,-0.4,-1,no
23250787815,https://farm1.static.flickr.com/742/23250787815_1cb77c4a59.jpg,1,1,yes
23186525472,https://farm1.static.flickr.com/627/23186525472_5de95167e1.jpg,1,1,yes
23197765962,https://farm1.static.flickr.com/693/23197765962_fedd70da84.jpg,0.6,1,yes
22024281414,https://farm1.static.flickr.com/657/22024281414_16245dd8db.jpg,1,1,yes
22760466142,https://farm6.static.flickr.com/5730/22760466142_43c2c51c1a.jpg,-0.6,-1,no
23177333819,https://farm6.static.flickr.com/5656/23177333819_a44780daf3.jpg,-1,-1,no
22940667391,https://farm1.static.flickr.com/704/22940667391_2ff025cc18.jpg,1,1,yes
22951249112,https://farm6.static.flickr.com/5752/22951249112_4cf0f44fce.jpg,0.6,1,yes
22723731408,https://farm6.static.flickr.com/5778/22723731408_7020e3942d.jpg,-1,-1,no
23048911856,https://farm1.static.flickr.com/578/23048911856_73ccfd55c7.jpg,-1,-1,no
22687756496,https://farm6.static.flickr.com/5732/22687756496_ef7bd802e6.jpg,-0.8,-1,no
22827268077,https://farm6.static.flickr.com/5817/22827268077_2c682db3de.jpg,0.2,0,maybe
23503287435,https://farm6.static.flickr.com/5781/23503287435_085e126ba4.jpg,1,1,yes
22888577531,https://farm1.static.flickr.com/639/22888577531_3eeb28f3ed.jpg,1,1,yes
23185956646,https://farm1.static.flickr.com/708/23185956646_d0de2ffb96.jpg,0.6,1,yes
22639659711,https://farm1.static.flickr.com/617/22639659711_81dd8ba44b.jpg,0.6,1,yes
22456035297,https://farm6.static.flickr.com/5836/22456035297_bba5c8e70e.jpg,1,1,yes
23501974785,https://farm6.static.flickr.com/5640/23501974785_4f20069e7e.jpg,-0.6,-1,no
22591491236,https://farm6.static.flickr.com/5788/22591491236_4a90023c16.jpg,1,1,yes
22729268817,https://farm1.static.flickr.com/777/22729268817_46fba0836e.jpg,1,1,yes
23133829899,https://farm1.static.flickr.com/733/23133829899_3bf721b07c.jpg,0.6,1,yes
22124195133,https://farm6.static.flickr.com/5732/22124195133_f05c6296b2.jpg,-0.8,-1,no
22802819573,https://farm1.static.flickr.com/595/22802819573_313fdaeaf7.jpg,-1,-1,no
22687067355,https://farm6.static.flickr.com/5816/22687067355_e05c8e5c1d.jpg,1,1,yes
23079923869,https://farm1.static.flickr.com/704/23079923869_cc0684f3f9.jpg,-1,-1,no
22870360294,https://farm1.static.flickr.com/718/22870360294_0d9f9a7945.jpg,1,1,yes
23429969466,https://farm6.static.flickr.com/5793/23429969466_82bba97ac8.jpg,-1,-1,no
22862602827,https://farm1.static.flickr.com/692/22862602827_4ef6293ee7.jpg,1,1,yes
22635193335,https://farm6.static.flickr.com/5725/22635193335_4c30a7443e.jpg,-1,-1,no
23062022389,https://farm1.static.flickr.com/741/23062022389_f7fb9d80e0.jpg,-1,-1,no
22613349464,https://farm1.static.flickr.com/730/22613349464_25722dba3c.jpg,0,0,maybe
22388686197,https://farm1.static.flickr.com/628/22388686197_98805a2ee8.jpg,1,1,yes
22652515101,https://farm6.static.flickr.com/5651/22652515101_a25bae6a47.jpg,0,0,maybe
22521151702,https://farm6.static.flickr.com/5650/22521151702_a3d5f7f3e4.jpg,-1,-1,no
21937828133,https://farm1.static.flickr.com/623/21937828133_41640e1542.jpg,0.8,1,yes
22656421211,https://farm1.static.flickr.com/712/22656421211_32ff290f7e.jpg,1,1,yes
22392692058,https://farm6.static.flickr.com/5642/22392692058_f508b3e224.jpg,-1,-1,no
22908487339,https://farm6.static.flickr.com/5743/22908487339_1d207106b8.jpg,0.6,1,yes
22849424337,https://farm1.static.flickr.com/756/22849424337_0853121bc9.jpg,1,1,yes
22950220882,https://farm1.static.flickr.com/615/22950220882_2b02e1abf2.jpg,1,1,yes
23048594360,https://farm1.static.flickr.com/589/23048594360_ae97b31ed0.jpg,1,1,yes
23057073280,https://farm1.static.flickr.com/602/23057073280_34bec02d81.jpg,-1,-1,no
21998406214,https://farm1.static.flickr.com/592/21998406214_662f656f00.jpg,1,1,yes
22024975763,https://farm1.static.flickr.com/690/22024975763_945dd4a098.jpg,1,1,yes
22951358341,https://farm1.static.flickr.com/564/22951358341_fcf50f5e9d.jpg,-1,-1,no
23467158655,https://farm6.static.flickr.com/5740/23467158655_d2a110317d.jpg,-0.6,-1,no
23457572512,https://farm6.static.flickr.com/5669/23457572512_747d0a0173.jpg,-1,-1,no
23462876241,https://farm6.static.flickr.com/5812/23462876241_9e91ac1c7d.jpg,-1,-1,no
22938576589,https://farm6.static.flickr.com/5679/22938576589_ec99694b89.jpg,-1,-1,no
23542442916,https://farm6.static.flickr.com/5792/23542442916_2fff6a5197.jpg,1,1,yes
22844220431,https://farm1.static.flickr.com/607/22844220431_17a6a8e83b.jpg,1,1,yes
23159217401,https://farm1.static.flickr.com/629/23159217401_ff22d0a9e0.jpg,-1,-1,no
22713965984,https://farm6.static.flickr.com/5718/22713965984_195e6a1d3b.jpg,-1,-1,no
